id,customer_id,order_date,amount_rm,product_family
order-0266-3,cust-0266,2025-12-26,4949.97,measuring
order-0266-4,cust-0266,2026-05-01,7894.22,measuring
order-0266-5,cust-0266,2025-10-29,2708.97,power_tools
order-0267-1,cust-0267,2025-09-24,7349.66,firestop
order-0267-2,cust-0267,2025-09-20,12768.67,firestop
order-0267-3,cust-0267,2025-11-05,4355.59,fasteners
order-0267-4,cust-0267,2025-06-08,6181.85,anchors
order-0267-5,cust-0267,2026-02-23,7252.32,anchors
order-0268-1,cust-0268,2025-10-29,4150.35,power_tools
order-0268-2,cust-0268,2025-12-01,6577.85,fasteners
order-0268-3,cust-0268,2025-09-26,3584.53,fasteners
order-0268-4,cust-0268,2025-07-06,2081.21,anchors
order-0268-5,cust-0268,2026-01-20,2954.35,power_tools
order-0269-1,cust-0269,2026-04-07,4246.46,firestop
order-0269-2,cust-0269,2025-10-05,2634.62,fasteners
order-0269-3,cust-0269,2025-10-27,2786.13,firestop
order-0269-4,cust-0269,2026-01-14,2516.95,power_tools
order-0269-5,cust-0269,2026-04-21,2175.2,firestop
order-0269-6,cust-0269,2026-03-09,3659.95,anchors
order-0270-1,cust-0270,2026-03-09,2974.24,power_tools
order-0270-2,cust-0270,2026-01-29,5375.86,anchors
order-0270-3,cust-0270,2025-09-16,2478.66,fasteners
order-0270-4,cust-0270,2025-10-03,3621.84,firestop
order-0271-1,cust-0271,2025-11-17,1990.99,power_tools
order-0271-2,cust-0271,2025-11-18,1019.04,fasteners
order-0271-3,cust-0271,2025-10-22,771.85,anchors
order-0271-4,cust-0271,2025-08-01,1638.39,fasteners
order-0271-5,cust-0271,2026-04-02,2743.08,anchors
order-0271-6,cust-0271,2025-11-04,2985.57,firestop
order-0272-1,cust-0272,2025-05-28,5403.26,anchors
order-0272-2,cust-0272,2025-12-04,11236.47,fasteners
order-0273-1,cust-0273,2025-11-02,20817.93,firestop
order-0273-2,cust-0273,2025-09-27,7092.58,measuring
order-0274-1,cust-0274,2025-05-10,8000.82,measuring
order-0274-2,cust-0274,2025-11-30,8517.24,anchors
order-0274-3,cust-0274,2025-07-05,10133.54,anchors
order-0274-4,cust-0274,2025-12-15,10204.74,firestop
order-0274-5,cust-0274,2026-01-28,5165.98,firestop
order-0275-1,cust-0275,2026-02-18,3245.9,fasteners
order-0275-2,cust-0275,2025-09-26,3318.22,measuring
order-0275-3,cust-0275,2025-08-11,6479.76,anchors
order-0275-4,cust-0275,2026-04-01,5810.74,anchors
order-0275-5,cust-0275,2026-03-22,5658.29,firestop
order-0275-6,cust-0275,2025-05-23,1803.25,fasteners
order-0276-1,cust-0276,2025-11-23,15902.5,firestop
order-0276-2,cust-0276,2025-10-24,5643.92,fasteners
order-0276-3,cust-0276,2026-04-15,11300.97,anchors
order-0276-4,cust-0276,2025-10-16,11036.65,fasteners
order-0276-5,cust-0276,2025-11-27,7282.61,anchors
order-0276-6,cust-0276,2025-07-02,11594.66,measuring
order-0277-1,cust-0277,2026-02-02,8567.74,firestop
order-0277-2,cust-0277,2026-03-20,4758.06,fasteners
order-0277-3,cust-0277,2025-08-12,5576.34,firestop
order-0277-4,cust-0277,2025-11-02,8622.52,firestop
order-0278-1,cust-0278,2025-08-25,16340.2,firestop
order-0278-2,cust-0278,2026-02-19,18549.42,anchors
order-0278-3,cust-0278,2026-01-03,16082.35,firestop
order-0278-4,cust-0278,2026-03-06,15994.45,power_tools
order-0278-5,cust-0278,2025-11-08,22260.2,measuring
order-0278-6,cust-0278,2026-02-22,9079.77,power_tools
order-0279-1,cust-0279,2026-02-10,12566.9,fasteners
order-0279-2,cust-0279,2025-08-26,14609.5,power_tools
order-0279-3,cust-0279,2026-01-27,17217.54,firestop
order-0279-4,cust-0279,2025-09-28,6014.11,fasteners
order-0279-5,cust-0279,2025-09-30,17507.95,measuring
order-0279-6,cust-0279,2025-06-09,15252.79,anchors
order-0280-1,cust-0280,2025-11-02,2081.74,power_tools
order-0280-2,cust-0280,2025-06-02,8397.49,power_tools
order-0280-3,cust-0280,2025-11-17,7279.6,fasteners
order-0280-4,cust-0280,2026-01-18,7168.48,power_tools
order-0280-5,cust-0280,2025-09-18,5473.97,power_tools
order-0281-1,cust-0281,2026-05-01,17790.57,anchors
order-0282-1,cust-0282,2026-01-10,3688.29,power_tools
order-0282-2,cust-0282,2026-02-18,6492.82,measuring
order-0283-1,cust-0283,2025-11-23,1421.33,power_tools
order-0283-2,cust-0283,2025-11-21,2969.79,fasteners
order-0283-3,cust-0283,2026-04-19,4235.3,anchors
order-0283-4,cust-0283,2025-07-04,2278.29,anchors
order-0283-5,cust-0283,2025-11-07,1193.08,power_tools
order-0283-6,cust-0283,2025-12-08,3873.78,measuring
order-0284-1,cust-0284,2026-04-29,8970.93,anchors
order-0284-2,cust-0284,2025-09-20,8324.55,firestop
order-0284-3,cust-0284,2025-11-11,7784.96,measuring
order-0284-4,cust-0284,2026-02-04,12088.83,firestop
order-0284-5,cust-0284,2025-12-20,6665.09,anchors
order-0284-6,cust-0284,2025-12-18,12079.13,measuring
order-0285-1,cust-0285,2026-04-30,1549.12,fasteners
order-0286-1,cust-0286,2026-01-17,9457.35,measuring
order-0287-1,cust-0287,2025-10-23,4846.48,fasteners
order-0287-2,cust-0287,2026-04-28,10266.52,measuring
order-0288-1,cust-0288,2026-02-21,9853.7,firestop
order-0288-2,cust-0288,2025-09-04,17814.96,power_tools
order-0288-3,cust-0288,2025-11-15,11539.23,fasteners
order-0288-4,cust-0288,2025-09-17,18601.79,firestop
order-0289-1,cust-0289,2025-08-20,6540.61,fasteners
order-0289-2,cust-0289,2025-09-12,3647.53,firestop
order-0289-3,cust-0289,2025-08-21,3091.58,firestop
order-0289-4,cust-0289,2025-12-01,3734.09,fasteners
order-0290-1,cust-0290,2025-08-17,7467.74,anchors
order-0290-2,cust-0290,2025-10-07,12826.21,firestop
order-0290-3,cust-0290,2026-04-13,12467.36,firestop
order-0291-1,cust-0291,2025-08-20,12222.8,power_tools
order-0291-2,cust-0291,2025-09-26,11348.27,measuring
order-0291-3,cust-0291,2025-10-31,6708.74,power_tools
order-0291-4,cust-0291,2025-06-27,3741.47,power_tools
order-0291-5,cust-0291,2025-11-10,12165.23,measuring
order-0291-6,cust-0291,2025-06-02,11658.81,power_tools
order-0292-1,cust-0292,2025-07-10,4822.97,fasteners
order-0292-2,cust-0292,2025-11-28,6017.44,power_tools
order-0292-3,cust-0292,2026-01-04,3115.77,power_tools
order-0292-4,cust-0292,2025-10-16,7041.68,firestop
order-0293-1,cust-0293,2025-06-07,3376.09,measuring
order-0294-1,cust-0294,2025-12-29,5721.13,power_tools
order-0294-2,cust-0294,2025-07-07,1889.2,power_tools
order-0294-3,cust-0294,2025-11-14,4155.94,firestop
order-0294-4,cust-0294,2025-10-09,1847.83,firestop
order-0295-1,cust-0295,2025-10-28,8287.95,power_tools
order-0295-2,cust-0295,2025-08-12,3992.32,anchors
order-0295-3,cust-0295,2026-03-07,12165.68,anchors
order-0295-4,cust-0295,2025-10-23,13296.54,firestop
order-0296-1,cust-0296,2025-09-30,10229.69,firestop
order-0296-2,cust-0296,2026-04-20,14645.55,firestop
order-0296-3,cust-0296,2025-08-10,20418.85,measuring
order-0296-4,cust-0296,2026-03-07,22201.17,anchors
order-0296-5,cust-0296,2025-11-19,11029.86,fasteners
order-0296-6,cust-0296,2025-09-20,13902.78,fasteners
order-0297-1,cust-0297,2026-02-21,8458.5,firestop
order-0297-2,cust-0297,2025-06-13,19698.88,measuring
order-0297-3,cust-0297,2026-01-22,17934.31,power_tools
order-0297-4,cust-0297,2025-09-10,8792.88,power_tools
order-0297-5,cust-0297,2025-09-03,12705.27,measuring
order-0298-1,cust-0298,2026-01-12,1242.48,fasteners
order-0298-2,cust-0298,2025-07-18,3677.22,anchors
order-0298-3,cust-0298,2025-11-25,3485.88,anchors
order-0299-1,cust-0299,2025-06-15,1613.11,firestop
order-0299-2,cust-0299,2026-01-10,1696.77,power_tools
order-0299-3,cust-0299,2025-09-08,2500.95,firestop
order-0299-4,cust-0299,2025-07-26,2853.66,anchors
order-0299-5,cust-0299,2025-07-14,4316.56,firestop
order-0300-1,cust-0300,2025-09-03,3630.32,measuring
order-0300-2,cust-0300,2025-09-18,2060.46,anchors
order-0301-1,cust-0301,2025-10-31,10703.78,anchors
order-0301-2,cust-0301,2025-05-18,18302.52,fasteners
order-0301-3,cust-0301,2025-07-30,5052.96,firestop
order-0301-4,cust-0301,2025-08-06,13578.52,anchors
order-0302-1,cust-0302,2025-11-09,11460.22,power_tools
order-0302-2,cust-0302,2026-01-06,11605.87,firestop
order-0302-3,cust-0302,2026-01-27,9958.8,measuring
order-0303-1,cust-0303,2025-05-09,11124.9,measuring
order-0304-1,cust-0304,2025-12-05,2424.51,power_tools
order-0304-2,cust-0304,2026-02-10,1679.34,fasteners
order-0304-3,cust-0304,2025-09-10,1733.35,firestop
order-0305-1,cust-0305,2025-11-01,7641.68,power_tools
order-0306-1,cust-0306,2025-07-24,10236.65,power_tools
order-0306-2,cust-0306,2025-07-02,6205.69,fasteners
order-0306-3,cust-0306,2025-11-17,15368.01,power_tools
order-0307-1,cust-0307,2025-05-13,3095.49,fasteners
order-0307-2,cust-0307,2026-04-03,8307.31,measuring
order-0307-3,cust-0307,2025-05-19,8888.28,fasteners
order-0307-4,cust-0307,2025-09-14,6878.44,firestop
order-0307-5,cust-0307,2026-02-20,2745.3,firestop
order-0307-6,cust-0307,2026-03-09,6676.12,firestop
order-0308-1,cust-0308,2025-08-01,5675.11,power_tools
order-0309-1,cust-0309,2026-02-10,15715.54,firestop
order-0309-2,cust-0309,2025-10-21,9151.6,measuring
order-0309-3,cust-0309,2025-09-27,14458.63,power_tools
order-0309-4,cust-0309,2025-10-21,4718.59,firestop
order-0309-5,cust-0309,2025-11-18,8436.07,firestop
order-0309-6,cust-0309,2025-07-28,4221.62,measuring
order-0310-1,cust-0310,2025-11-30,6905.08,fasteners
order-0310-2,cust-0310,2026-02-18,4285.24,anchors
order-0310-3,cust-0310,2025-10-13,5130.12,power_tools
order-0310-4,cust-0310,2025-07-15,7405.17,fasteners
order-0310-5,cust-0310,2026-02-15,7318.47,fasteners
order-0310-6,cust-0310,2025-05-21,7345.2,anchors
order-0311-1,cust-0311,2026-03-14,10272.33,fasteners
order-0311-2,cust-0311,2025-06-21,9720.98,firestop
order-0312-1,cust-0312,2026-03-09,7257.22,anchors
order-0313-1,cust-0313,2026-03-15,17812.95,anchors
order-0314-1,cust-0314,2025-09-30,2384.67,measuring
order-0314-2,cust-0314,2025-06-08,3209.12,firestop
order-0314-3,cust-0314,2026-05-01,1749.88,measuring
order-0314-4,cust-0314,2025-08-24,2715.04,measuring
order-0314-5,cust-0314,2025-09-29,876.85,power_tools
order-0315-1,cust-0315,2025-05-31,16007.36,anchors
order-0315-2,cust-0315,2025-09-26,5859.77,firestop
order-0315-3,cust-0315,2025-11-27,20977.39,power_tools
order-0315-4,cust-0315,2025-08-30,13777.87,firestop
order-0315-5,cust-0315,2025-07-04,6078.21,firestop
order-0316-1,cust-0316,2026-01-11,5786.2,measuring
order-0316-2,cust-0316,2026-03-22,2844.64,power_tools
order-0316-3,cust-0316,2026-02-11,2672.88,fasteners
order-0316-4,cust-0316,2025-08-05,3465.76,power_tools
order-0316-5,cust-0316,2025-06-16,5753.78,measuring
order-0316-6,cust-0316,2026-01-12,2806.71,power_tools
order-0317-1,cust-0317,2026-02-18,4327.88,firestop
order-0317-2,cust-0317,2026-04-13,9118.87,power_tools
order-0317-3,cust-0317,2026-04-29,6918.72,firestop
order-0317-4,cust-0317,2025-06-15,7559.09,fasteners
order-0317-5,cust-0317,2025-12-14,3629.85,anchors
order-0318-1,cust-0318,2025-11-08,4345.68,anchors
order-0318-2,cust-0318,2025-11-26,12653.66,measuring
order-0318-3,cust-0318,2026-03-07,8210.03,fasteners
order-0319-1,cust-0319,2026-04-22,5334.46,anchors
order-0319-2,cust-0319,2025-12-03,6700.53,fasteners
order-0319-3,cust-0319,2025-07-14,4044.4,anchors
order-0319-4,cust-0319,2025-05-22,8303.9,fasteners
order-0320-1,cust-0320,2026-03-21,25807.58,firestop
order-0321-1,cust-0321,2025-11-03,9709.15,measuring
order-0321-2,cust-0321,2026-04-29,10029.32,measuring
order-0321-3,cust-0321,2025-11-06,13128.63,firestop
order-0321-4,cust-0321,2025-07-14,13890.3,power_tools
order-0321-5,cust-0321,2025-09-18,9566.29,power_tools
order-0322-1,cust-0322,2026-02-04,5222.19,fasteners
order-0323-1,cust-0323,2026-02-08,3344.8,firestop
order-0323-2,cust-0323,2025-10-05,6292.42,anchors
order-0323-3,cust-0323,2026-01-27,2474.28,firestop
order-0323-4,cust-0323,2025-12-07,1792.46,firestop
order-0323-5,cust-0323,2025-12-04,2152.86,measuring
order-0324-1,cust-0324,2025-06-15,4634.36,fasteners
order-0324-2,cust-0324,2025-12-05,5094.62,fasteners
order-0325-1,cust-0325,2025-07-18,3982.41,anchors
order-0326-1,cust-0326,2025-08-05,13259.83,firestop
order-0326-2,cust-0326,2025-06-11,14140.53,anchors
order-0326-3,cust-0326,2025-12-31,10016.24,firestop
order-0326-4,cust-0326,2025-07-20,4778.65,measuring
order-0327-1,cust-0327,2025-05-29,5361.49,fasteners
order-0328-1,cust-0328,2026-03-26,4938.95,power_tools
order-0328-2,cust-0328,2025-09-17,7314.2,firestop
order-0329-1,cust-0329,2025-06-29,5838.66,anchors
order-0330-1,cust-0330,2025-11-27,10464.84,anchors
order-0330-2,cust-0330,2025-07-04,6757.76,fasteners
order-0330-3,cust-0330,2025-11-15,3003.38,power_tools
order-0330-4,cust-0330,2026-04-10,8612.62,power_tools
order-0330-5,cust-0330,2025-07-22,5458.83,measuring
order-0330-6,cust-0330,2026-02-25,5917.36,power_tools
order-0331-1,cust-0331,2025-09-22,2996.64,anchors
order-0331-2,cust-0331,2025-06-05,9873.16,power_tools
order-0332-1,cust-0332,2025-10-24,2600.11,fasteners
order-0332-2,cust-0332,2026-03-02,3656.04,fasteners
order-0332-3,cust-0332,2025-08-11,4693.87,power_tools
order-0333-1,cust-0333,2025-05-22,4397.05,firestop
order-0333-2,cust-0333,2025-07-28,6505.73,anchors
order-0333-3,cust-0333,2026-04-22,8193.96,fasteners
order-0333-4,cust-0333,2025-12-30,9618.38,anchors
order-0334-1,cust-0334,2025-05-24,2672.87,measuring
order-0335-1,cust-0335,2025-12-25,10664.34,fasteners
order-0335-2,cust-0335,2025-11-07,10396.19,fasteners
order-0336-1,cust-0336,2026-01-14,4578.86,anchors
order-0336-2,cust-0336,2026-01-30,5085.56,measuring
order-0336-3,cust-0336,2025-06-10,2524.3,anchors
order-0336-4,cust-0336,2026-01-08,7457.57,anchors
order-0336-5,cust-0336,2026-01-15,7541.86,power_tools
order-0336-6,cust-0336,2026-02-27,4199.84,power_tools
order-0337-1,cust-0337,2025-07-01,1782.2,anchors
order-0338-1,cust-0338,2025-05-20,6552.04,anchors
order-0338-2,cust-0338,2026-03-03,10254.12,power_tools
order-0338-3,cust-0338,2025-05-10,11921.06,firestop
order-0338-4,cust-0338,2025-08-28,4890.25,firestop
order-0338-5,cust-0338,2025-06-14,3636.83,fasteners
order-0339-1,cust-0339,2025-08-07,4577.68,anchors
order-0339-2,cust-0339,2026-03-08,3726.08,measuring
order-0339-3,cust-0339,2026-01-12,4877.91,power_tools
order-0339-4,cust-0339,2025-09-05,1804.82,firestop
order-0339-5,cust-0339,2026-03-19,4009.59,power_tools
order-0340-1,cust-0340,2025-11-27,1337.04,measuring
order-0340-2,cust-0340,2026-01-31,1032.36,power_tools
order-0340-3,cust-0340,2025-07-01,2540.56,firestop
order-0340-4,cust-0340,2025-05-28,3238.03,fasteners
order-0340-5,cust-0340,2025-06-02,1672.74,anchors
order-0341-1,cust-0341,2026-02-21,14514.97,measuring
order-0341-2,cust-0341,2025-09-04,9615.29,power_tools
order-0341-3,cust-0341,2025-08-11,3960.98,fasteners
order-0341-4,cust-0341,2026-01-06,11562.4,firestop
order-0342-1,cust-0342,2025-06-05,16757.44,anchors
order-0342-2,cust-0342,2026-03-24,12055.04,fasteners
order-0342-3,cust-0342,2025-06-10,9202.34,measuring
order-0343-1,cust-0343,2025-07-20,2706.3,anchors
order-0343-2,cust-0343,2026-01-29,5827.49,anchors
order-0343-3,cust-0343,2026-03-09,8653.99,anchors
order-0343-4,cust-0343,2026-03-26,9586.3,power_tools
order-0343-5,cust-0343,2025-07-29,6977.55,fasteners
order-0343-6,cust-0343,2025-07-13,2312.14,power_tools
order-0344-1,cust-0344,2025-06-13,4373.07,power_tools
order-0344-2,cust-0344,2026-02-25,7787.26,anchors
order-0344-3,cust-0344,2025-11-07,3366.34,fasteners
order-0344-4,cust-0344,2025-09-19,10921.49,power_tools
order-0344-5,cust-0344,2026-01-25,4721.02,measuring
order-0345-1,cust-0345,2025-12-06,5155.03,fasteners
order-0345-2,cust-0345,2025-07-21,5881.37,firestop
order-0346-1,cust-0346,2025-08-17,12243.12,fasteners
order-0346-2,cust-0346,2025-05-17,7126.23,power_tools
order-0346-3,cust-0346,2025-09-07,12923.6,measuring
order-0346-4,cust-0346,2026-01-05,16207.88,measuring
order-0346-5,cust-0346,2025-11-24,5253.49,firestop
order-0347-1,cust-0347,2026-02-25,10769.79,anchors
order-0347-2,cust-0347,2025-05-20,6049.94,anchors
order-0347-3,cust-0347,2025-05-15,14911.25,measuring
order-0347-4,cust-0347,2026-01-02,14577.88,measuring
order-0347-5,cust-0347,2026-04-20,13758.23,anchors
order-0348-1,cust-0348,2025-11-26,2771.42,power_tools
order-0348-2,cust-0348,2025-08-26,2602.47,fasteners
order-0348-3,cust-0348,2025-07-20,1910.5,power_tools
order-0348-4,cust-0348,2025-10-14,4057.49,power_tools
order-0348-5,cust-0348,2025-10-08,2230.06,measuring
order-0348-6,cust-0348,2026-02-07,1974.04,measuring
order-0349-1,cust-0349,2025-10-27,3594.96,fasteners
order-0349-2,cust-0349,2026-04-20,4320.63,measuring
order-0349-3,cust-0349,2025-12-30,3128.96,fasteners
order-0349-4,cust-0349,2025-06-18,4920.09,anchors
order-0350-1,cust-0350,2026-03-03,11824.75,fasteners
order-0350-2,cust-0350,2025-07-03,5890.21,measuring
order-0351-1,cust-0351,2025-05-20,5565.26,measuring
order-0351-2,cust-0351,2026-03-09,5207.83,measuring
order-0351-3,cust-0351,2026-01-21,4598.49,fasteners
order-0351-4,cust-0351,2025-07-04,4307.31,anchors
order-0351-5,cust-0351,2025-05-12,3051.76,fasteners
order-0352-1,cust-0352,2025-10-30,9461.72,power_tools
order-0352-2,cust-0352,2026-02-12,18246.58,power_tools
order-0352-3,cust-0352,2025-06-30,7225.27,firestop
order-0353-1,cust-0353,2026-01-25,4688.7,fasteners
order-0353-2,cust-0353,2025-06-24,18655.0,firestop
order-0353-3,cust-0353,2026-04-25,16244.53,anchors
order-0354-1,cust-0354,2026-05-02,10412.24,firestop
order-0354-2,cust-0354,2025-10-27,8383.63,firestop
order-0354-3,cust-0354,2025-12-24,8788.21,measuring
order-0355-1,cust-0355,2025-06-06,4062.92,firestop
order-0355-2,cust-0355,2025-05-27,5177.71,fasteners
order-0355-3,cust-0355,2025-08-01,3553.17,anchors
order-0355-4,cust-0355,2025-12-27,7888.36,anchors
order-0356-1,cust-0356,2026-02-19,2900.84,measuring
order-0356-2,cust-0356,2025-06-01,3308.1,measuring
order-0356-3,cust-0356,2026-03-04,9602.51,power_tools
order-0357-1,cust-0357,2025-06-10,8602.41,fasteners
order-0357-2,cust-0357,2026-03-11,4392.38,power_tools
order-0357-3,cust-0357,2025-07-19,2495.18,anchors
order-0358-1,cust-0358,2026-04-02,3060.36,firestop
order-0358-2,cust-0358,2025-11-30,5993.86,anchors
order-0358-3,cust-0358,2026-01-14,3505.0,measuring
order-0358-4,cust-0358,2025-09-25,6293.95,fasteners
order-0358-5,cust-0358,2025-12-21,5031.89,measuring
order-0359-1,cust-0359,2025-05-27,14732.36,fasteners
order-0359-2,cust-0359,2025-08-16,13487.78,fasteners
order-0359-3,cust-0359,2025-10-18,3541.99,firestop
order-0359-4,cust-0359,2025-06-06,14466.4,measuring
order-0359-5,cust-0359,2026-01-28,5360.61,measuring
order-0359-6,cust-0359,2025-05-25,10581.35,firestop
order-0360-1,cust-0360,2025-11-07,1495.14,measuring
order-0360-2,cust-0360,2025-06-04,2927.24,measuring
order-0361-1,cust-0361,2025-08-26,19381.5,measuring
order-0361-2,cust-0361,2025-07-02,13017.85,measuring
order-0362-1,cust-0362,2026-02-23,5572.02,firestop
order-0362-2,cust-0362,2025-08-18,2460.76,firestop
order-0363-1,cust-0363,2025-07-09,7230.37,measuring
order-0363-2,cust-0363,2025-11-16,3191.74,fasteners
order-0363-3,cust-0363,2025-10-02,2902.24,anchors
order-0363-4,cust-0363,2025-05-10,12051.63,firestop
order-0363-5,cust-0363,2026-04-24,6170.24,power_tools
order-0363-6,cust-0363,2025-10-21,6166.05,firestop
order-0364-1,cust-0364,2025-06-20,9653.31,fasteners
order-0364-2,cust-0364,2026-01-31,10028.19,anchors
order-0365-1,cust-0365,2025-06-27,12182.77,firestop
order-0366-1,cust-0366,2025-07-19,7740.55,anchors
order-0366-2,cust-0366,2025-08-07,13265.09,measuring
order-0366-3,cust-0366,2025-08-27,8139.71,fasteners
order-0367-1,cust-0367,2026-01-10,7974.25,anchors
order-0367-2,cust-0367,2026-01-17,15624.99,firestop
order-0367-3,cust-0367,2025-10-17,21996.71,firestop
order-0368-1,cust-0368,2026-03-13,11254.4,anchors
order-0369-1,cust-0369,2025-09-22,11158.99,measuring
order-0370-1,cust-0370,2026-01-17,5842.09,measuring
order-0370-2,cust-0370,2025-08-08,4946.43,measuring
order-0370-3,cust-0370,2026-02-20,5103.84,power_tools
order-0370-4,cust-0370,2026-03-07,4414.68,fasteners
order-0370-5,cust-0370,2025-09-05,4040.99,fasteners
order-0371-1,cust-0371,2026-01-28,3731.5,power_tools
order-0371-2,cust-0371,2026-04-03,7723.22,firestop
order-0371-3,cust-0371,2026-01-31,6870.35,measuring
order-0371-4,cust-0371,2026-03-21,5856.92,power_tools
order-0371-5,cust-0371,2026-03-20,6893.98,anchors
order-0371-6,cust-0371,2026-03-09,7467.97,measuring
order-0372-1,cust-0372,2026-03-22,9366.96,anchors
order-0372-2,cust-0372,2025-08-03,8700.15,measuring
order-0372-3,cust-0372,2026-02-07,7546.89,measuring
order-0372-4,cust-0372,2025-05-10,2902.55,firestop
order-0373-1,cust-0373,2025-09-16,1741.72,firestop
order-0373-2,cust-0373,2026-03-29,1691.57,power_tools
order-0373-3,cust-0373,2026-05-02,2717.07,measuring
order-0374-1,cust-0374,2025-05-15,5086.73,firestop
order-0374-2,cust-0374,2026-01-09,9964.86,measuring
order-0374-3,cust-0374,2025-12-20,10082.43,fasteners
order-0374-4,cust-0374,2025-09-14,4177.17,fasteners
order-0375-1,cust-0375,2025-10-05,16175.22,firestop
order-0375-2,cust-0375,2025-08-19,7287.5,firestop
order-0375-3,cust-0375,2025-08-19,12624.2,measuring
order-0375-4,cust-0375,2025-07-26,5236.95,anchors
order-0376-1,cust-0376,2025-09-05,11253.82,power_tools
order-0377-1,cust-0377,2025-09-03,14652.87,fasteners
order-0377-2,cust-0377,2026-04-25,11318.43,fasteners
order-0377-3,cust-0377,2026-03-09,9331.26,power_tools
order-0377-4,cust-0377,2026-02-10,7185.48,anchors
order-0378-1,cust-0378,2026-03-31,7458.8,anchors
order-0378-2,cust-0378,2025-07-08,7348.58,power_tools
order-0378-3,cust-0378,2025-07-12,4368.72,firestop
order-0378-4,cust-0378,2026-02-03,3861.15,fasteners
order-0379-1,cust-0379,2026-04-05,16142.82,power_tools
order-0379-2,cust-0379,2026-03-15,13316.79,anchors
order-0380-1,cust-0380,2026-02-16,9742.05,power_tools
order-0380-2,cust-0380,2026-03-09,4996.76,measuring
order-0380-3,cust-0380,2026-03-18,12033.07,anchors
order-0380-4,cust-0380,2025-06-02,9282.06,power_tools
order-0380-5,cust-0380,2025-11-24,3913.64,anchors
order-0380-6,cust-0380,2025-11-02,10382.82,anchors
order-0381-1,cust-0381,2026-03-27,3082.08,measuring
order-0381-2,cust-0381,2025-07-27,11485.35,firestop
order-0381-3,cust-0381,2025-05-31,7416.56,fasteners
order-0382-1,cust-0382,2025-11-17,6230.65,fasteners
order-0382-2,cust-0382,2025-08-30,6008.75,fasteners
order-0382-3,cust-0382,2025-06-08,11034.56,anchors
order-0382-4,cust-0382,2026-04-25,4572.1,anchors
order-0382-5,cust-0382,2025-05-13,8167.55,firestop
order-0383-1,cust-0383,2025-08-24,11347.03,power_tools
order-0384-1,cust-0384,2025-07-27,5897.95,anchors
order-0384-2,cust-0384,2025-10-13,7604.94,anchors
order-0384-3,cust-0384,2025-08-16,7311.34,anchors
order-0384-4,cust-0384,2025-05-12,7202.43,firestop
order-0384-5,cust-0384,2026-02-27,6533.81,measuring
order-0384-6,cust-0384,2025-09-28,2657.23,measuring
order-0385-1,cust-0385,2025-10-30,14838.49,fasteners
order-0385-2,cust-0385,2025-06-14,6564.74,fasteners
order-0385-3,cust-0385,2025-05-28,19754.75,anchors
order-0385-4,cust-0385,2025-08-16,8341.37,firestop
order-0385-5,cust-0385,2026-02-12,19800.65,firestop
order-0385-6,cust-0385,2025-08-04,11723.62,fasteners
order-0386-1,cust-0386,2026-03-02,3141.21,firestop
order-0386-2,cust-0386,2026-03-06,5938.19,anchors
order-0386-3,cust-0386,2025-10-17,2056.97,firestop
order-0386-4,cust-0386,2025-10-15,5074.18,power_tools
order-0387-1,cust-0387,2026-03-06,1059.04,power_tools
order-0387-2,cust-0387,2025-06-13,1519.45,anchors
order-0387-3,cust-0387,2025-11-27,968.94,firestop
order-0387-4,cust-0387,2026-01-28,977.35,power_tools
order-0388-1,cust-0388,2026-02-20,4680.2,fasteners
order-0388-2,cust-0388,2025-08-21,6144.47,fasteners
order-0388-3,cust-0388,2025-12-04,1933.29,power_tools
order-0389-1,cust-0389,2025-09-14,2625.57,fasteners
order-0389-2,cust-0389,2026-05-02,4607.05,anchors
order-0389-3,cust-0389,2025-11-19,9703.78,fasteners
order-0390-1,cust-0390,2025-08-19,5142.6,anchors
order-0390-2,cust-0390,2025-07-02,4467.73,power_tools
order-0390-3,cust-0390,2025-09-20,2727.91,measuring
order-0390-4,cust-0390,2025-06-27,3084.06,anchors
order-0390-5,cust-0390,2025-11-28,5013.24,power_tools
order-0390-6,cust-0390,2025-10-12,4654.66,firestop
order-0391-1,cust-0391,2026-02-04,2249.27,anchors
order-0392-1,cust-0392,2025-07-22,13499.94,anchors
order-0392-2,cust-0392,2026-02-15,8045.46,anchors
order-0393-1,cust-0393,2025-06-04,2979.14,fasteners
order-0393-2,cust-0393,2025-08-11,3327.68,power_tools
order-0393-3,cust-0393,2025-11-23,946.74,fasteners
order-0394-1,cust-0394,2025-05-15,9743.14,firestop
order-0394-2,cust-0394,2025-06-12,6005.38,power_tools
order-0394-3,cust-0394,2025-12-16,10955.46,fasteners
order-0394-4,cust-0394,2025-08-06,9804.73,anchors
order-0394-5,cust-0394,2025-05-30,6674.89,measuring
order-0394-6,cust-0394,2025-06-17,4694.02,fasteners
order-0395-1,cust-0395,2025-11-24,15950.07,fasteners
order-0395-2,cust-0395,2025-05-31,12855.64,fasteners
order-0395-3,cust-0395,2025-10-01,16730.65,measuring
order-0395-4,cust-0395,2025-05-18,19200.48,anchors
order-0395-5,cust-0395,2026-02-25,11649.56,power_tools
order-0395-6,cust-0395,2026-02-09,13512.74,anchors
order-0396-1,cust-0396,2025-08-10,4182.38,power_tools
order-0396-2,cust-0396,2026-02-26,4884.45,measuring
order-0396-3,cust-0396,2025-06-02,3565.25,fasteners
